Source Table	Lab ID	Station Name	Station ID	Sample Date	Sample Time	Sample Medium Code	Sample Type	Parameter Code	Method	Dilution	Remark Code	Qualifier	Result	Concentration pM/L	Final Result	Result Units	RL Type	RL	MDL	Spike Recovery	High Spike Limit	Low Spike Limit	Blank Value	Delete Code	Parameter	Lab Code	Schedule	User Code	Project Account	Project Chief	Collector	Project	State	County	Geologic Unit	Analysis Status	Analysis Source	Hydrologic Event	Hydrologic Condition	Login Date	Analysis Date	Release Date	NWQL Proposal	Analyzing Laboratory	Element	Isotope	Molecular weight	NASC µg/g (Taylor_McClennan 1984)	NASC normalized concentration
index-13cfm	20110540129	"Little Menomonee River at Donges Bay Rd, nr Freistadt, WI"	4087050	2/16/2011	161900	WS	9	50587	PLM43	1			0.0005	2.959735755	<0.10	ug/L	mrl	0.1	0.1						"thulium,fil,icp-ms"	3073	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tm	169	168.934	0.5	0.000001
index-13cfm	20110540129	"Little Menomonee River at Donges Bay Rd, nr Freistadt, WI"	4087050	2/16/2011	161900	WS	9	62844	PLM43	1			0.0005	2.857681734	<0.10	ug/L	mrl	0.1	0.1						"lutetium,fil,icp-ms"	2981	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Lu	175	174.967	0.48	1.04167E-06
index-13cfm	20110540129	"Little Menomonee River at Donges Bay Rd, nr Freistadt, WI"	4087050	2/16/2011	161900	WS	9	82323	PLM43	1			0.0136	90.44958766	<0.10	ug/L	mrl	0.1	0.1						"samarium,fil,icp-ms"	3037	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Sm	147	150.36	5.7	2.38596E-06
index-13cfm	20110540129	"Little Menomonee River at Donges Bay Rd, nr Freistadt, WI"	4087050	2/16/2011	161900	WS	9	82331	PLM43	1			0.0096	59.07692308	<0.10	ug/L	mrl	0.1	0.1						"dysprosium,fil,icp-ms"	2929	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Dy	163	162.5	5.8	1.65517E-06
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	1110	PLM43	1			0.0591	421.7813303	<0.10	ug/L	mrl	0.1	0.1						"cerium,fil,icp-ms"	2919	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ce	140	140.12	73	8.09589E-07
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	1180	PLM43	1			0.0318	228.9334437	<0.10	ug/L	mrl	0.1	0.1						"lanthanum,fil,icp-ms"	2977	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	La	139	138.905	32	9.9375E-07
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	1194	PLM43	1			0.0051	29.47295423	<0.10	ug/L	mrl	0.1	0.1						"ytterbium,fil,icp-ms"	3087	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Yb	174	173.04	3.1	1.64516E-06
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	50573	PLM43	1			0.0019	11.35955997	<0.10	ug/L	mrl	0.1	0.1						"erbium,fil,icp-ms"	2933	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Er	167	167.26	3.4	5.58824E-07
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	50574	PLM43	1			0.0207	136.2200579	<0.10	ug/L	mrl	0.1	0.1						"europium,fil,icp-ms"	2937	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Eu	151	151.96	1.24	1.66935E-05
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	50575	PLM43	1			0.0117	74.40381558	<0.10	ug/L	mrl	0.1	0.1						"gadolinium,fil,icp-ms"	2941	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Gd	158	157.25	5.2	0.00000225
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	50577	PLM43	1			0.0014	8.488429059	<0.10	ug/L	mrl	0.1	0.1						"holmium,fil,icp-ms"	2961	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ho	165	164.9304	1.04	1.34615E-06
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	50579	PLM43	1			0.0361	250.2773156	<0.10	ug/L	mrl	0.1	0.1						"neodymium,fil,icp-ms"	2991	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Nd	146	144.24	33	1.09394E-06
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	50582	PLM43	1			0.008	56.77382727	<0.10	ug/L	mrl	0.1	0.1						"praseodymium,fil,icp-ms"	3017	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Pr	141	140.91	7.9	1.01266E-06
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	50586	PLM43	1			0.0018	11.32606871	<0.10	ug/L	mrl	0.1	0.1						"terbium,fil,icp-ms"	3063	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tb	159	158.9254	0.85	2.11765E-06
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	50587	PLM43	1			0.0005	2.959735755	<0.10	ug/L	mrl	0.1	0.1						"thulium,fil,icp-ms"	3073	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tm	169	168.934	0.5	0.000001
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	62844	PLM43	1			0.0001	0.571536347	<0.10	ug/L	mrl	0.1	0.1						"lutetium,fil,icp-ms"	2981	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Lu	175	174.967	0.48	2.08333E-07
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	82323	PLM43	1			0.0094	62.51662676	<0.10	ug/L	mrl	0.1	0.1						"samarium,fil,icp-ms"	3037	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Sm	147	150.36	5.7	1.64912E-06
index-13cfm	20110540130	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/16/2011	171700	WS	9	82331	PLM43	1			0.0062	38.15384615	<0.10	ug/L	mrl	0.1	0.1						"dysprosium,fil,icp-ms"	2929	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110223	20110228	20110228	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Dy	163	162.5	5.8	1.06897E-06
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	1110	PLM43	1			0.0129	92.06394519	<0.10	ug/L	mrl	0.1	0.1						"cerium,fil,icp-ms"	2919	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ce	140	140.12	73	1.76712E-07
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	1180	PLM43	1			0.002	14.39832979	<0.10	ug/L	mrl	0.1	0.1						"lanthanum,fil,icp-ms"	2977	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	La	139	138.905	32	6.25E-08
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	1194	PLM43	1			0.0044	25.42764679	<0.10	ug/L	mrl	0.1	0.1						"ytterbium,fil,icp-ms"	3087	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Yb	174	173.04	3.1	1.41935E-06
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	50573	PLM43	1			0.0049	29.29570728	<0.10	ug/L	mrl	0.1	0.1						"erbium,fil,icp-ms"	2933	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Er	167	167.26	3.4	1.44118E-06
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	50574	PLM43	1			0.0253	166.4911819	<0.10	ug/L	mrl	0.1	0.1						"europium,fil,icp-ms"	2937	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Eu	151	151.96	1.24	2.04032E-05
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	50575	PLM43	1			0.0033	20.98569157	<0.10	ug/L	mrl	0.1	0.1						"gadolinium,fil,icp-ms"	2941	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Gd	158	157.25	5.2	6.34615E-07
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	50577	PLM43	1			0.0013	7.882112697	<0.10	ug/L	mrl	0.1	0.1						"holmium,fil,icp-ms"	2961	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ho	165	164.9304	1.04	0.00000125
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	50579	PLM43	1			0.0146	101.2201886	<0.10	ug/L	mrl	0.1	0.1						"neodymium,fil,icp-ms"	2991	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Nd	146	144.24	33	4.42424E-07
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	50582	PLM43	1			0.0037	26.25789511	<0.10	ug/L	mrl	0.1	0.1						"praseodymium,fil,icp-ms"	3017	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Pr	141	140.91	7.9	4.68354E-07
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	50586	PLM43	1			0.0014	8.809164551	<0.10	ug/L	mrl	0.1	0.1						"terbium,fil,icp-ms"	3063	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tb	159	158.9254	0.85	1.64706E-06
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	50587	PLM43	1			0.0014	8.287260113	<0.10	ug/L	mrl	0.1	0.1						"thulium,fil,icp-ms"	3073	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tm	169	168.934	0.5	0.0000028
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	62844	PLM43	1			0.0003	1.714609041	<0.10	ug/L	mrl	0.1	0.1						"lutetium,fil,icp-ms"	2981	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Lu	175	174.967	0.48	0.000000625
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	82323	PLM43	1			0.0036	23.94253791	<0.10	ug/L	mrl	0.1	0.1						"samarium,fil,icp-ms"	3037	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Sm	147	150.36	5.7	6.31579E-07
index-13cfm	20110680009	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	2/28/2011	111300	WS	9	82331	PLM43	1			0.0061	37.53846154	<0.10	ug/L	mrl	0.1	0.1						"dysprosium,fil,icp-ms"	2929	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Dy	163	162.5	5.8	1.05172E-06
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	1110	PLM43	1			0.0107	76.36311733	<0.10	ug/L	mrl	0.1	0.1						"cerium,fil,icp-ms"	2919	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ce	140	140.12	73	1.46575E-07
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	1180	PLM43	1			0.0047	33.83607502	<0.10	ug/L	mrl	0.1	0.1						"lanthanum,fil,icp-ms"	2977	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	La	139	138.905	32	1.46875E-07
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	1194	PLM43	1			0.0066	38.14147018	<0.10	ug/L	mrl	0.1	0.1						"ytterbium,fil,icp-ms"	3087	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Yb	174	173.04	3.1	2.12903E-06
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	50573	PLM43	1			0.0077	46.03611144	<0.10	ug/L	mrl	0.1	0.1						"erbium,fil,icp-ms"	2933	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Er	167	167.26	3.4	2.26471E-06
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	50574	PLM43	1			0.0317	208.6075283	<0.10	ug/L	mrl	0.1	0.1						"europium,fil,icp-ms"	2937	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Eu	151	151.96	1.24	2.55645E-05
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	50575	PLM43	1			0.006	38.15580286	<0.10	ug/L	mrl	0.1	0.1						"gadolinium,fil,icp-ms"	2941	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Gd	158	157.25	5.2	1.15385E-06
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	50577	PLM43	1			0.002	12.12632723	<0.10	ug/L	mrl	0.1	0.1						"holmium,fil,icp-ms"	2961	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ho	165	164.9304	1.04	1.92308E-06
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	50579	PLM43	1			0.0107	74.18191902	<0.10	ug/L	mrl	0.1	0.1						"neodymium,fil,icp-ms"	2991	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Nd	146	144.24	33	3.24242E-07
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	50582	PLM43	1			0.0036	25.54822227	<0.10	ug/L	mrl	0.1	0.1						"praseodymium,fil,icp-ms"	3017	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Pr	141	140.91	7.9	4.55696E-07
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	50586	PLM43	1			0.002	12.58452079	<0.10	ug/L	mrl	0.1	0.1						"terbium,fil,icp-ms"	3063	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tb	159	158.9254	0.85	2.35294E-06
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	50587	PLM43	1			0.0031	18.35036168	<0.10	ug/L	mrl	0.1	0.1						"thulium,fil,icp-ms"	3073	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tm	169	168.934	0.5	0.0000062
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	62844	PLM43	1			0.0012	6.858436162	<0.10	ug/L	mrl	0.1	0.1						"lutetium,fil,icp-ms"	2981	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Lu	175	174.967	0.48	0.0000025
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	82323	PLM43	1			0.0096	63.84676776	<0.10	ug/L	mrl	0.1	0.1						"samarium,fil,icp-ms"	3037	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Sm	147	150.36	5.7	1.68421E-06
index-13cfm	20110680010	"Underwood Creek at Wauwatosa, WI"	4087088	2/28/2011	105600	WS	9	82331	PLM43	1			0.0088	54.15384615	<0.10	ug/L	mrl	0.1	0.1						"dysprosium,fil,icp-ms"	2929	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Dy	163	162.5	5.8	1.51724E-06
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	1110	PLM43	1			0.0079	56.3802455	<0.10	ug/L	mrl	0.1	0.1						"cerium,fil,icp-ms"	2919	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ce	140	140.12	73	1.08219E-07
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	1180	PLM43	1			0.0048	34.5559915	<0.10	ug/L	mrl	0.1	0.1						"lanthanum,fil,icp-ms"	2977	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	La	139	138.905	32	0.00000015
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	1194	PLM43	1			0.0048	27.73925104	<0.10	ug/L	mrl	0.1	0.1						"ytterbium,fil,icp-ms"	3087	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Yb	174	173.04	3.1	1.54839E-06
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	50573	PLM43	1			0.006	35.87229463	<0.10	ug/L	mrl	0.1	0.1						"erbium,fil,icp-ms"	2933	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Er	167	167.26	3.4	1.76471E-06
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	50574	PLM43	1			0.0248	163.2008423	<0.10	ug/L	mrl	0.1	0.1						"europium,fil,icp-ms"	2937	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Eu	151	151.96	1.24	0.00002
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	50575	PLM43	1			0.0059	37.51987281	<0.10	ug/L	mrl	0.1	0.1						"gadolinium,fil,icp-ms"	2941	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Gd	158	157.25	5.2	1.13462E-06
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	50577	PLM43	1			0.0025	15.15790903	<0.10	ug/L	mrl	0.1	0.1						"holmium,fil,icp-ms"	2961	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ho	165	164.9304	1.04	2.40385E-06
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	50579	PLM43	1			0.0151	104.6866334	<0.10	ug/L	mrl	0.1	0.1						"neodymium,fil,icp-ms"	2991	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Nd	146	144.24	33	4.57576E-07
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	50582	PLM43	1			0.0042	29.80625931	<0.10	ug/L	mrl	0.1	0.1						"praseodymium,fil,icp-ms"	3017	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Pr	141	140.91	7.9	5.31646E-07
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	50586	PLM43	1			0.0023	14.47219891	<0.10	ug/L	mrl	0.1	0.1						"terbium,fil,icp-ms"	3063	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tb	159	158.9254	0.85	2.70588E-06
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	50587	PLM43	1			0.0024	14.20673162	<0.10	ug/L	mrl	0.1	0.1						"thulium,fil,icp-ms"	3073	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tm	169	168.934	0.5	0.0000048
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	62844	PLM43	1			0.0037	21.14684483	<0.10	ug/L	mrl	0.1	0.1						"lutetium,fil,icp-ms"	2981	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Lu	175	174.967	0.48	7.70833E-06
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	82323	PLM43	1			0.0139	92.44479915	<0.10	ug/L	mrl	0.1	0.1						"samarium,fil,icp-ms"	3037	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Sm	147	150.36	5.7	2.4386E-06
index-13cfm	20110680011	"Honey Creek at Wauwatosa, WI"	4087119	2/28/2011	110300	WS	9	82331	PLM43	1			0.0107	65.84615385	<0.10	ug/L	mrl	0.1	0.1						"dysprosium,fil,icp-ms"	2929	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Dy	163	162.5	5.8	1.84483E-06
index-13cfm	20110680012	"Menominee River at Menominee Falls, WI"	4087030	2/28/2011	93100	WS	9	1110	PLM43	1			0.0288	205.5381102	<0.10	ug/L	mrl	0.1	0.1						"cerium,fil,icp-ms"	2919	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110309	20110329	20110329	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ce	140	140.12	73	3.94521E-07
